Dark spectrum
Integration time [ms]: 100.000
Averaging Nr. [scans]: 1
Smoothing Nr. [pixels]: 0
Data measured with spectrometer [name]: 1401079U1
Wave   ;Sample   ;Dark     ;Reference;Scope
[nm]   ;[counts] ;[counts] ;[counts]
1049.44;   -9.000;   -9.000;    0.000
1049.76;   -2.000;   -2.000;    0.000
1050.07;  -82.000;  -82.000;    0.000
1050.38;  -22.000;  -22.000;    0.000
1050.69;  -45.000;  -45.000;    0.000
1051.00;   51.000;   51.000;    0.000
1051.32;   33.000;   33.000;    0.000
1051.63;   -4.000;   -4.000;    0.000
1051.94;  -65.000;  -65.000;    0.000
1052.25;  -19.000;  -19.000;    0.000
1052.56; -100.000; -100.000;    0.000
1052.88;  -22.000;  -22.000;    0.000
1053.19;   54.000;   54.000;    0.000
1053.50;  117.000;  117.000;    0.000
1053.81;  -13.000;  -13.000;    0.000
1054.12;   83.000;   83.000;    0.000
1054.44;  -25.000;  -25.000;    0.000
1054.75;  -92.000;  -92.000;    0.000
1055.06;    9.000;    9.000;    0.000
1055.37;  -27.000;  -27.000;    0.000
1055.68;  -38.000;  -38.000;    0.000
1055.99;  -93.000;  -93.000;    0.000
1056.31;  -50.000;  -50.000;    0.000
1056.62;  -76.000;  -76.000;    0.000
1056.93;  -63.000;  -63.000;    0.000
1057.24;  -30.000;  -30.000;    0.000
1057.55;  -16.000;  -16.000;    0.000
1057.86;  -54.000;  -54.000;    0.000
1058.18;  -34.000;  -34.000;    0.000
1058.49;  120.000;  120.000;    0.000
1058.80;  -35.000;  -35.000;    0.000
1059.11;   19.000;   19.000;    0.000
1059.42;    1.000;    1.000;    0.000
1059.73;  -98.000;  -98.000;    0.000
1060.05;  -62.000;  -62.000;    0.000
1060.36;   42.000;   42.000;    0.000
1060.67;  -32.000;  -32.000;    0.000
1060.98;   22.000;   22.000;    0.000
1061.29;   11.000;   11.000;    0.000
1061.60;  -48.000;  -48.000;    0.000
1061.91;   -9.000;   -9.000;    0.000
1062.23;   69.000;   69.000;    0.000
1062.54; -101.000; -101.000;    0.000
1062.85;  -35.000;  -35.000;    0.000
1063.16;  -22.000;  -22.000;    0.000
1063.47;  -35.000;  -35.000;    0.000
1063.78;  -69.000;  -69.000;    0.000
1064.09; -121.000; -121.000;    0.000
1064.41;  -31.000;  -31.000;    0.000
1064.72;  -96.000;  -96.000;    0.000
1065.03;  -99.000;  -99.000;    0.000
1065.34; -105.000; -105.000;    0.000
1065.65;  -38.000;  -38.000;    0.000
1065.96;   38.000;   38.000;    0.000
1066.27;    0.000;    0.000;    0.000
1066.58;  -44.000;  -44.000;    0.000
1066.90;   20.000;   20.000;    0.000
1067.21;  -24.000;  -24.000;    0.000
1067.52;  -41.000;  -41.000;    0.000
1067.83;  -21.000;  -21.000;    0.000
1068.14;   -4.000;   -4.000;    0.000
1068.45; -101.000; -101.000;    0.000
1068.76;   72.000;   72.000;    0.000
1069.07;  -95.000;  -95.000;    0.000
1069.38;  -10.000;  -10.000;    0.000
1069.70;   -3.000;   -3.000;    0.000
1070.01;  -14.000;  -14.000;    0.000
1070.32;   -7.000;   -7.000;    0.000
1070.63;  -57.000;  -57.000;    0.000
1070.94;   66.000;   66.000;    0.000
1071.25;  -55.000;  -55.000;    0.000
1071.56;  -64.000;  -64.000;    0.000
1071.87;   27.000;   27.000;    0.000
1072.18;  -23.000;  -23.000;    0.000
1072.49;   35.000;   35.000;    0.000
1072.81;  -72.000;  -72.000;    0.000
1073.12;   10.000;   10.000;    0.000
1073.43;  -23.000;  -23.000;    0.000
1073.74;   63.000;   63.000;    0.000
1074.05;  -85.000;  -85.000;    0.000
1074.36;  -70.000;  -70.000;    0.000
1074.67;  -20.000;  -20.000;    0.000
1074.98;   33.000;   33.000;    0.000
1075.29;  -37.000;  -37.000;    0.000
1075.60;  -86.000;  -86.000;    0.000
1075.91;   22.000;   22.000;    0.000
1076.22;  -28.000;  -28.000;    0.000
1076.53;  -62.000;  -62.000;    0.000
1076.85;  -46.000;  -46.000;    0.000
1077.16;  -28.000;  -28.000;    0.000
1077.47;  -69.000;  -69.000;    0.000
1077.78;  -41.000;  -41.000;    0.000
1078.09;  -75.000;  -75.000;    0.000
1078.40; -100.000; -100.000;    0.000
1078.71;  -48.000;  -48.000;    0.000
1079.02;   39.000;   39.000;    0.000
1079.33;  -38.000;  -38.000;    0.000
1079.64;  -12.000;  -12.000;    0.000
1079.95;  -18.000;  -18.000;    0.000
1080.26;  -59.000;  -59.000;    0.000
1080.57;  -66.000;  -66.000;    0.000
1080.88;   18.000;   18.000;    0.000
1081.19;  -26.000;  -26.000;    0.000
1081.50;   -8.000;   -8.000;    0.000
1081.81; -113.000; -113.000;    0.000
1082.12;  -26.000;  -26.000;    0.000
1082.43;  -13.000;  -13.000;    0.000
1082.74;   44.000;   44.000;    0.000
1083.06;  -34.000;  -34.000;    0.000
1083.37;   11.000;   11.000;    0.000
1083.68;  -55.000;  -55.000;    0.000
1083.99;  -37.000;  -37.000;    0.000
1084.30;   12.000;   12.000;    0.000
1084.61; -102.000; -102.000;    0.000
1084.92;    4.000;    4.000;    0.000
1085.23;  -68.000;  -68.000;    0.000
1085.54;   18.000;   18.000;    0.000
1085.85;  -55.000;  -55.000;    0.000
1086.16;   31.000;   31.000;    0.000
1086.47;  -13.000;  -13.000;    0.000
1086.78;   36.000;   36.000;    0.000
1087.09;   16.000;   16.000;    0.000
1087.40;  -41.000;  -41.000;    0.000
1087.71;  -45.000;  -45.000;    0.000
1088.02;  -62.000;  -62.000;    0.000
1088.33; -103.000; -103.000;    0.000
1088.64;   68.000;   68.000;    0.000
1088.95;  -57.000;  -57.000;    0.000
1089.26;   -2.000;   -2.000;    0.000
1089.57;    4.000;    4.000;    0.000
1089.88;    5.000;    5.000;    0.000
1090.19;   -9.000;   -9.000;    0.000
1090.50;  -48.000;  -48.000;    0.000
1090.81;  -70.000;  -70.000;    0.000
1091.12;  -26.000;  -26.000;    0.000
1091.43;  -28.000;  -28.000;    0.000
1091.74;  -34.000;  -34.000;    0.000
1092.05;  -41.000;  -41.000;    0.000
1092.36;  -39.000;  -39.000;    0.000
1092.67;  -26.000;  -26.000;    0.000
1092.98;  -58.000;  -58.000;    0.000
1093.29;  -30.000;  -30.000;    0.000
1093.60;  -68.000;  -68.000;    0.000
1093.91;  -16.000;  -16.000;    0.000
1094.22; -103.000; -103.000;    0.000
1094.53;   44.000;   44.000;    0.000
1094.84; -105.000; -105.000;    0.000
1095.15;  -55.000;  -55.000;    0.000
1095.46;   10.000;   10.000;    0.000
1095.76;  -58.000;  -58.000;    0.000
1096.07;  -46.000;  -46.000;    0.000
1096.38;   15.000;   15.000;    0.000
1096.69;  -77.000;  -77.000;    0.000
1097.00;  -38.000;  -38.000;    0.000
1097.31;   25.000;   25.000;    0.000
1097.62;  -92.000;  -92.000;    0.000
1097.93; -104.000; -104.000;    0.000
1098.24;   55.000;   55.000;    0.000
1098.55;  -31.000;  -31.000;    0.000
1098.86;  -18.000;  -18.000;    0.000
1099.17;   36.000;   36.000;    0.000
1099.48;  -13.000;  -13.000;    0.000
1099.79;  -72.000;  -72.000;    0.000
1100.10;  -88.000;  -88.000;    0.000
